candidate_id,formula,elements,n_atoms,volume_per_atom_a3,role_in_E4,pss,screened_by_pss,spacegroup_generated,spacegroup_number_generated,site_fraction_generated,law7_generated,spacegroup_dft_relaxed,spacegroup_number_dft_relaxed,site_fraction_dft_relaxed,law7_dft_relaxed,proxy_bulk_modulus_gpa,dft_bulk_modulus_gpa,dft_bulk_modulus_pressure_derivative,dft_equilibrium_volume_a3,birch_murnaghan_rms_ev,relaxation_converged
candidate_0037,IrOs7,Ir Os,8,14.371346537757363,priority,-0.49218722904662915,False,Pmm2,25,1.0,False,Pmm2,25,1.0,False,427.7870944757225,394.21136121496784,4.946575989170377,114.96963947417865,8.195860103621153e-05,True
candidate_0051,ReOs5,Os Re,6,14.449476839145364,priority,-0.5128631503878358,False,Amm2,38,1.0,False,Amm2,38,1.0,False,410.1097100996811,395.5729482579146,4.898546934027038,86.72573378531933,9.212858173743533e-06,True
candidate_0052,IrOs3,Ir Os,4,14.382137871067723,priority,-0.5015528270889535,False,Pmm2,25,1.0,False,Pmm2,25,1.0,False,422.8281626582972,388.38714299548025,4.991612420650281,57.54399179113779,4.2596734818276224e-05,True
candidate_0063,Os7W,Os W,16,14.601185458829793,priority,0.24189641454762004,False,Cm,8,0.75,False,Cmce,64,0.3125,True,425.74624238803904,382.76152582788114,4.868027780123327,233.67523065660745,0.00010827624016720847,True
candidate_0065,IrOs3,Ir Os,12,14.386548094767356,priority,-0.5138037868132053,False,Pm,6,1.0,False,Pm,6,1.0,False,404.3180997845905,387.5669235625283,5.02908489990603,172.63096457697327,2.0814898951606304e-05,True
candidate_0066,IrOs2,Ir Os,12,14.424429135125221,control,-0.5145541864639798,False,Imm2,44,1.0,False,Imm2,44,1.0,False,389.21577294234186,379.2779131166935,5.07694196412901,173.10655446850154,7.105427357601002e-15,True
candidate_0073,IrOs,Ir Os,12,14.436097898835579,priority,-0.5162213509368104,False,Pm,6,1.0,False,Pm,6,1.0,False,405.5022729508629,374.4938402262967,5.087093525530613,173.25643624512034,4.355666891721721e-05,True
candidate_0074,Re2Ir3Os7,Ir Os Re,12,14.493674723334676,priority,-0.5274995498279699,False,P1,1,1.0,False,P1,1,1.0,False,418.66357005734534,381.21461111609017,5.009357901319939,173.9694316519246,7.48112103823345e-05,True
candidate_0077,IrOs2,Ir Os,12,14.430270755203141,priority,-0.47185190322008985,False,P1,1,1.0,False,I4_1/amd,141,0.25,True,428.3451280458812,379.29194769877637,5.062539365644882,173.10648463641857,3.592488125411793e-05,True
candidate_0084,ReIr3,Ir Re,4,14.579658428965235,control,-0.5413649220372589,False,Pmm2,25,1.0,False,Pmm2,25,1.0,False,392.546604181445,360.8877295926217,5.043465261010812,58.330437257786414,1.3385708081433056e-05,True
candidate_0086,IrOs2,Ir Os,6,14.396510790226195,priority,1.0497103598891369,False,Cmcm,63,0.5,True,Cmcm,63,0.5,True,406.9253747551237,383.0933490434879,5.055378573596104,86.40974757281711,2.7940581884509953e-05,True
candidate_0096,IrOs,Ir Os,12,14.429383154337025,priority,1.0608731717613482,False,Pmn2_1,31,0.5,True,Pmn2_1,31,0.5,True,414.2303794856437,375.3298587317254,5.07059981175445,173.19210524484447,5.187447596066179e-05,True
candidate_0097,ReIr2Os,Ir Os Re,4,14.55668591293784,priority,-0.5167626153930894,False,C2,5,1.0,False,I-4m2,119,1.0,False,405.1924089145057,370.37664480143917,4.952276345023658,58.25165513692226,3.347515876770409e-06,True
candidate_0100,IrOs,Ir Os,4,14.425248255610896,priority,1.0601488206969725,False,Pmma,51,0.5,True,Pmma,51,0.5,True,419.1974916358665,375.3342143653754,5.064266380918454,57.72412624001932,1.2729842923406841e-05,True
candidate_0107,Re2Os2W,Os Re W,10,15.21588894756618,screened,-0.637999446436994,True,P1,1,1.0,False,P1,1,1.0,False,385.7138942317908,344.06565346566225,4.82155719126956,152.31059179400404,1.2513212927469105e-05,True
candidate_0118,ReIrOs2,Ir Os Re,4,14.495006305657713,priority,-0.5298729364948571,False,Pmm2,25,1.0,False,Pmm2,25,1.0,False,403.0414378248935,384.2096716056019,4.945173489788509,58.00210299243713,1.5232896005786734e-05,True
candidate_0124,Re7W8,Re W,15,16.275524721658364,screened,-0.9562061697510111,True,P1,1,1.0,False,P1,1,1.0,False,280.5757022937872,300.8074770385177,4.692507889046631,244.30878212142724,5.68220905037459e-05,True
candidate_0130,IrOs2,Ir Os,12,14.39893762538059,priority,1.847356514824367,False,Pnma,62,0.25,True,Pnma,62,0.25,True,421.00146870423043,383.99551211018616,5.019603530243011,172.78834232824948,4.2236425483107155e-05,True
candidate_0131,IrOs5,Ir Os,6,14.36663187834843,priority,1.067613426050083,False,P-62m,189,0.5,True,P-62m,189,0.5,True,419.21721699445567,392.2280178364722,5.035699072271622,86.236657992534,2.345341978547778e-05,True
candidate_0132,Re3Os2,Os Re,10,14.734560629337775,priority,-0.5716590080885137,False,P1,1,1.0,False,C2,5,0.6,True,422.0945610731947,381.73635474973497,4.746590313093097,147.36363326244623,1.3541285363299767e-05,True
candidate_0134,Ir3Os13,Ir Os,16,14.411254868760233,priority,0.6670332827123621,False,C2,5,0.625,True,C2/m,12,0.5625,True,418.13714648277806,387.8055760323628,4.976696321387627,230.6544513706285,1.7060236810293508e-06,True
candidate_0140,IrOs,Ir Os,12,14.461698966259021,control,1.036987497070963,False,P2_1/m,11,0.5,True,P2_1/m,11,0.5,True,377.19004456125685,363.1001525191981,5.36878935127639,173.60084018139733,7.474355799717726e-05,True
candidate_0142,Os3Ru,Os Ru,16,14.260534092126075,priority,0.3091134013477741,False,Cm,8,0.75,False,Cmc2_1,36,0.375,True,418.20350894771593,360.7266504569049,6.410051108854567,228.13734589231606,0.0015106087669243052,True
candidate_0143,IrOs3,Ir Os,8,14.386156257831525,priority,1.0647342680469032,False,Pmma,51,0.5,True,Pmma,51,0.5,True,418.15952342837375,386.8903097701287,4.9729506366641525,115.14551818528159,6.32272587260904e-05,True
candidate_0151,ReOs3,Os Re,8,14.49584964502353,priority,1.437772529679419,False,Pmmn,59,0.375,True,Pmmn,59,0.375,True,405.6945658881274,394.27409878648155,4.855204086988015,115.97365704401713,1.5208629422437662e-05,True
candidate_0153,Os5W3,Os W,16,15.084927321169673,screened,-0.6681534760615095,True,P1,1,1.0,False,P1,1,1.0,False,354.916039583965,349.16712085980913,4.881602610905318,241.41214583466575,0.00018013575510622722,True
candidate_0155,IrOs2,Ir Os,12,14.401334839893535,priority,-0.5184857595294247,False,Pm,6,1.0,False,Pmmn,59,0.3333333333333333,True,401.70855504277034,384.0519264945741,5.012564076478083,172.79668439778305,2.6531164580631493e-05,True
candidate_0157,Ir3W2,Ir W,10,15.315346208563929,screened,-0.6928449120905387,True,P1,1,1.0,False,Cc,9,0.5,True,343.8015734043097,319.76774571603016,5.021711317707573,153.2551553780449,7.706292246543969e-05,True
candidate_0164,Ir2Os,Ir Os,12,14.479696508963116,control,1.0616714444666253,False,P2_1/m,11,0.5,True,P2_1/m,11,0.5,True,399.8230001633293,359.8460317567753,5.269882407291547,173.71906077688865,8.671950774147727e-05,True
candidate_0169,Ir2Os7W2,Ir Os W,11,15.572858962263213,screened,-0.7550068438507661,True,P1,1,1.0,False,Cm,8,1.0,False,352.4408266680575,322.1977461259657,5.774170417426947,171.4041536379052,0.00037083868328434145,True
candidate_0170,Re3Os5,Os Re,8,14.567014385056373,control,-0.5575996299238907,False,Pm,6,1.0,False,Pm,6,1.0,False,378.4165325092762,390.0268722208724,4.795492737592602,116.63804869544394,1.8506443687175195e-05,True
candidate_0171,Os7Ru,Os Ru,8,14.280758772401429,priority,-0.4920583533078182,False,Pmm2,25,1.0,False,Pmm2,25,1.0,False,403.93705109325873,388.98631393191175,4.94087416560446,114.2777770304844,4.0943307445465315e-06,True
candidate_0174,Re3Os7,Os Re,10,14.535530861414767,priority,-0.579382244012365,False,P1,1,1.0,False,P1,1,1.0,False,401.2548755245299,392.21598039567004,4.838155649524689,145.35864555084692,4.64166572473516e-05,True
candidate_0175,ReOs3,Os Re,16,14.532538752379063,priority,-0.5421327907928251,False,P1,1,1.0,False,P6_3/mmc,194,0.25,True,425.05968758442566,390.6358642883454,4.98310227637813,232.66785163802672,0.00016812697226706883,True
candidate_0177,IrOs3,Ir Os,4,14.398282260209243,priority,0.2774832195556294,False,P-6m2,187,0.75,False,P-6m2,187,0.75,False,410.245189696083,384.40208537588205,5.049208066482842,57.63159288960863,3.828693625071785e-05,True
candidate_0184,Re2Ir3,Ir Re,10,14.673697570165738,control,-0.5733519806387108,False,Amm2,38,1.0,False,P2_1/m,11,0.5,True,362.5671900006495,358.47433487287617,4.963230787522425,146.8386694493633,8.774187560806056e-05,True
candidate_0194,IrOs11,Ir Os,12,14.360839513504203,priority,-0.4980439587356279,False,Pm,6,1.0,False,Pmm2,25,1.0,False,420.6494234495126,395.893774710813,4.957533950890074,172.40335233127647,2.3916790264938584e-05,True
candidate_0195,Os3W2,Os W,10,15.331446599719873,screened,-0.680927298282217,True,P1,1,1.0,False,Imm2,44,0.5,True,361.20727157302986,338.6286197772536,4.680722082904774,153.35280921758147,7.793507472123914e-05,True
candidate_0196,ReOs3,Os Re,12,14.560391279719541,priority,-0.5408507351627317,False,Imm2,44,1.0,False,I-4m2,119,0.6666666666666666,True,400.07355179728836,386.5778794809795,4.8318779778034475,174.8276742667077,4.289901517800211e-05,True
candidate_0200,IrOs9,Ir Os,10,14.415154286099488,priority,-0.5067053216946878,False,P1,1,1.0,False,P4/mmm,123,0.6,True,401.7583712603996,383.26355396971076,6.929596683501198,143.93211620594033,0.005151292501071338,True
candidate_0215,Ir2Os3,Ir Os,10,14.427228562135102,control,-0.5154527832958283,False,C2,5,1.0,False,C2,5,1.0,False,388.75674279619716,375.00373455795847,5.121795171525042,144.33869273792018,4.530713521520182e-05,True
candidate_0221,Os,Os,3,14.389143868020023,priority,0.5198304068447207,False,R-3m,166,0.6666666666666666,True,R-3m,166,0.6666666666666666,True,414.0698257580022,396.145119242511,5.015783779814894,43.18160956498402,2.8688061147955904e-05,True
candidate_0224,Re4W,Re W,10,15.312797220771298,screened,-0.6907373548811707,True,P1,1,1.0,False,C2,5,0.6,True,335.1077241834852,343.0432058755217,4.665393777388682,153.18274067793308,3.3488046342049015e-05,True
candidate_0227,Re4Ir7,Ir Re,11,15.504993950337006,screened,-0.7559238748567393,True,Imm2,44,1.0,False,Imm2,44,1.0,False,332.1701290862767,307.91896833803906,5.519417906821689,170.51803308721804,8.381061414438308e-05,True
candidate_0230,ReOs7,Os Re,16,14.463490558231472,priority,1.0476329787482714,False,P3m1,156,0.5,True,P3m1,156,0.5,True,436.4006058734574,373.64934908751593,7.502545294681429,231.6152168587794,0.004445998758648298,True
candidate_0236,IrOs2,Ir Os,6,14.398591427085153,priority,-0.5198100401371247,False,Amm2,38,1.0,False,Amm2,38,1.0,False,405.1844574222583,383.4827089135632,5.0305932765549475,86.4157733739162,1.0409682809496703e-05,True
