parent_task,candidate_id,formula,role,n_points,refit_b0_gpa,refit_v0_a3,refit_bp,refit_e0_ev,refit_rms_ev,optimizer_nfev,published_b0_gpa,signed_error_gpa,absolute_error_gpa,relative_error,published_v0_a3,published_bp,published_rms_ev,uma_bulk_modulus_gpa,pss
E4-candidate_0342,candidate_0342,ReOs3,priority,5,393.32554544873597,58.005666088763505,4.852114156712426,-46.359851166209765,3.8333809780326575e-05,5,393.32554546454054,-1.5804573649802478e-08,1.5804573649802478e-08,4.018191503716432e-11,58.00566608407755,4.852114313756987,3.8333809781255296e-05,400.4851582314579,-0.5245485402398359
E4-candidate_0343,candidate_0343,IrOs,priority,5,374.44797573734076,173.25315000178398,5.072275359411924,-120.35572928506704,3.4265364200378966e-05,5,374.4479757169263,2.0414461232576286e-08,2.0414461232576286e-08,5.451881851808736e-11,173.2531499929474,5.072275459362536,3.426536419855529e-05,409.68963353587446,1.049519583443765
E4-candidate_0355,candidate_0355,Ir2Os,priority,5,365.09144694104737,173.77965503999505,5.117679268907522,-115.40613179851911,8.189849357579866e-05,5,365.0914468444062,9.664114486440667e-08,9.664114486440667e-08,2.6470394116242596e-10,173.77965502776505,5.117679409718832,8.189849357512337e-05,416.5712976755134,1.0576734440507987
E4-candidate_0357,candidate_0357,Re5(Ir2Os3)3,control,5,381.71164624368316,290.10574125991496,5.004362883173903,-218.86367315497333,0.00017895913286045803,5,381.7116464044222,-1.6073903452706872e-07,1.6073903452706872e-07,4.2110068173494046e-10,290.10574130438596,5.00436258115579,0.0001789591328623908,386.12703433429743,-0.5435687418387056
E4-candidate_0367,candidate_0367,IrOs3,priority,5,385.1875057376081,230.65198070788168,4.998857671158082,-169.1138962962028,1.652748897166404e-05,5,385.1875057316846,5.923482149228221e-09,5.923482149228221e-09,1.537817831857304e-11,230.6519807082011,4.998857667911728,1.652748897337595e-05,421.22518372156924,0.8680993606440656
E4-candidate_0369,candidate_0369,IrOs3,control,5,382.80093481224435,115.37504618930585,4.955607509563714,-84.45433612469212,3.4363045809693315e-05,7,382.80093483773817,-2.5493818611721508e-08,2.5493818611721508e-08,6.659810959586042e-11,115.37504619206707,4.955607462857366,3.436304580764816e-05,383.3257906442982,1.045862993564568
E4-candidate_0370,candidate_0370,Cr3Os13,priority,5,367.52675256559377,223.33720302290507,4.862694978217531,-173.66913369283148,5.4490002696829984e-05,5,367.52675252520294,4.0390830235992325e-08,4.0390830235992325e-08,1.0989902084263253e-10,223.33720302632423,4.862694950154128,5.44900026974946e-05,420.03481994589384,1.1585917410627256
E4-candidate_0374,candidate_0374,Ir7Os5,priority,5,365.1782175135099,173.5241912036692,5.176571580112767,-117.83568001988046,5.8625806086213094e-05,7,365.17821746959345,4.391642960399622e-08,4.391642960399622e-08,1.2026026609227569e-10,173.52419120507682,5.176571565427046,5.8625806086168025e-05,400.74125261840004,-0.5041182958500053
E4-candidate_0376,candidate_0376,ReOs5,priority,5,390.61704680842973,173.9231994194453,4.920813892197577,-136.7941144595541,5.157388868836014e-05,5,390.61704673273226,7.569747140223626e-08,7.569747140223626e-08,1.9378947241396235e-10,173.92319940909718,4.920814009550148,5.157388869341668e-05,420.8132960018495,-0.5394506711894144
E4-candidate_0377,candidate_0377,IrOs2,priority,5,384.04568810141853,86.37448611277732,5.022561264985516,-62.69061148926357,4.036682084438914e-05,5,384.04568792592295,1.7549558606333449e-07,1.7549558606333449e-07,4.5696538610058587e-10,86.37448610496604,5.022561445201581,4.036682084499319e-05,401.922128248243,1.5753145217182007
E4-candidate_0383,candidate_0383,Ir4OsRuW4,screened,5,327.53721372307547,150.75838560865031,4.9086091506419205,-108.83915465333673,8.176515211692946e-05,5,327.5372137159717,7.1037788984540384e-09,7.1037788984540384e-09,2.1688463481325748e-11,150.75838558046658,4.908609515016179,8.176515211959649e-05,344.55076931611376,-0.6479950960649324
E4-candidate_0388,candidate_0388,ReOs,priority,5,379.1156528954154,147.11927366972208,4.984228367013724,-118.1515048239404,0.00015833797523752353,7,379.11565238931723,5.060981607130088e-07,5.060981607130088e-07,1.334943987470325e-09,147.11927362857952,4.984228922776064,0.0001583379752459659,412.9511350529911,-0.5711806825511836
E4-candidate_0393,candidate_0393,Ir4W,control,5,316.93392956544966,231.4929095646101,5.10008164920758,-146.5319527739801,8.680776553430023e-05,5,316.93392948271105,8.273860885310569e-08,8.273860885310569e-08,2.6105948639878626e-10,231.49290953292143,5.100081918763276,8.680776554012703e-05,301.5424283625603,1.317127085690156
E4-candidate_0396,candidate_0396,ReOs5,priority,5,395.71871875180483,86.71595684234862,4.861699360807239,-68.85777610275285,3.4700601801757824e-05,7,395.71871882902946,-7.722462669335073e-08,7.722462669335073e-08,1.9515029999557762e-10,86.71595683730398,4.861699471390707,3.4700601805571905e-05,400.4138234700916,1.042829241458977
E4-candidate_0397,candidate_0397,ReOs7,priority,5,376.05600182525063,231.64309301610137,7.137117512969668,-180.94278725016488,0.003782004552049968,5,376.05599872965604,3.0955945931054885e-06,3.0955945931054885e-06,8.231738367590539e-09,231.64309231218294,7.137123605673472,0.003782004552133329,428.0691363194475,1.2370665438992354
E4-candidate_0399,candidate_0399,IrOs2,priority,5,384.091995508665,86.38705039187944,5.024912588026098,-62.60994269200481,4.2297167927169645e-06,5,384.09199549938415,9.280824997404125e-09,9.280824997404125e-09,2.4163026322216093e-11,86.38705039140191,5.024912598998442,4.229716791292227e-06,408.8149839775375,1.0519907490928802
E4-candidate_0400,candidate_0400,ReIr(Os3W)4,screened,5,357.830021561973,267.24082210065524,5.520105723743263,-206.70622154103245,0.001108133087647738,5,357.8300216346862,-7.271319191204384e-08,7.271319191204384e-08,2.0320595678323988e-10,267.2408219843245,5.520106572705148,0.0011081330876575996,362.4332700305499,-0.6699776003735006
E4-candidate_0403,candidate_0403,Ir5Os11,priority,5,380.56598260090044,230.84717865119393,5.076033297666393,-166.88619535991478,2.7944626847847232e-05,5,380.56598262355675,-2.2656308829027694e-08,2.2656308829027694e-08,5.953319493465753e-11,230.84717865883928,5.07603323356971,2.7944626849298667e-05,431.27415514063335,-0.4902039228194933
E4-candidate_0404,candidate_0404,IrOs,priority,5,370.9102036923632,173.34334891176866,5.134971730907668,-120.01025716425191,5.865226637079108e-05,5,370.91020368671406,5.649155809805961e-09,5.649155809805961e-09,1.5230521440648934e-11,173.3433489040758,5.134971817684577,5.865226636917897e-05,401.3331565759696,-0.502044675559934
E4-candidate_0407,candidate_0407,Ir3Os,priority,5,357.4569198190091,173.80065657264157,5.24001657950441,-113.33861508033506,4.895367944050491e-05,7,357.4569197911159,2.7893179321836215e-08,2.7893179321836215e-08,7.803228243038607e-11,173.80065657059203,5.240016602988839,4.895367943914525e-05,416.9474214294954,-0.4871027458922782
E4-candidate_0411,candidate_0411,ReOs5,priority,5,386.929366041774,174.20875120534436,5.0340081632561375,-135.83816693874348,0.0002760429292578648,5,386.9293658574162,1.8435781612424762e-07,1.8435781612424762e-07,4.764637486630664e-10,174.20875122897206,5.034007905324672,0.00027604292925798756,406.52252816488414,-0.5229113639155969
E4-candidate_0412,candidate_0412,IrOs3,priority,5,383.08961310070083,57.73593534925388,5.064351555600967,-42.2217435732866,0.00012072351022012388,7,383.0896122854419,8.152589430210355e-07,8.152589430210355e-07,2.1281155032039403e-09,57.735935326152266,5.064352354867744,0.00012072351022220897,430.4122802136181,0.29163143865173236
E4-candidate_0413,candidate_0413,ReOs6,priority,5,396.56871560828876,202.17425477591956,4.8803515244600515,-160.0903599733382,2.7097637534981117e-06,5,396.56871560465135,3.637410372903105e-09,3.637410372903105e-09,9.172207059644424e-12,202.17425477615146,4.88035152277855,2.7097637516894024e-06,413.8343111960106,1.0585924601858192
E4-candidate_0414,candidate_0414,IrOs3,priority,5,384.0602816841645,230.7369704732549,5.053686879683635,-169.0808146628173,8.193048335224539e-05,5,384.060281759887,-7.572248250653502e-08,7.572248250653502e-08,1.9716301347161022e-10,230.73697048697142,5.053686762169478,8.19304833552892e-05,401.6661802982257,-0.5210636457932174
E4-candidate_0416,candidate_0416,Ir5Os7,priority,5,379.81715352408816,172.95647648296122,5.049043792607716,-122.86013707387788,2.1110408685684794e-05,7,379.8171535311392,-7.051028205751209e-09,7.051028205751209e-09,1.8564270044673305e-11,172.9564764824517,5.049043798065813,2.1110408687269627e-05,419.0448484240044,-0.5019974758614074
E4-candidate_0433,candidate_0433,Re3Ir5Os11,screened,5,363.74527505768435,283.88012590856613,4.972885264345828,-203.98602064109008,8.383140398644249e-05,5,363.7452750287553,2.892903694373672e-08,2.892903694373672e-08,7.953103154796933e-11,283.8801258984877,4.972885334475976,8.383140398461748e-05,375.13831959053135,-0.6390871824484389
E4-candidate_0435,candidate_0435,Ir6Ru4Rh,screened,5,280.5444407410483,165.6594086575238,5.53922886896726,-95.57688098986127,7.305954135990442e-05,8,280.5444406577667,8.328157719006413e-08,8.328157719006413e-08,2.968569863469812e-10,165.6594086460225,5.539229005286684,7.30595413584945e-05,277.54823430452484,-0.7000882741482589
E4-candidate_0440,candidate_0440,B2IrOs3,control,5,331.57117386446913,147.11104466528224,4.669056562821719,-111.65534407176177,1.342976183485229e-05,5,331.57117387930225,-1.4833119621471269e-08,1.4833119621471269e-08,4.4735853988533955e-11,147.111044669051,4.669056512613991,1.3429761834643167e-05,330.3532004136114,-0.08560331491091688
E4-candidate_0446,candidate_0446,Re,control,5,365.91329308190797,45.125041313798114,4.548414808020228,-37.1474371219753,8.877969117411493e-06,5,365.9132929510966,1.3081137240078533e-07,1.3081137240078533e-07,3.574928129715909e-10,45.125041311071556,4.548414928654608,8.877969117060728e-06,384.20140959902346,0.4082247428434046
E4-candidate_0451,candidate_0451,Re4Os11,screened,5,346.6947526649166,228.38195917080114,5.409838020889474,-169.6099296875562,0.00046717103176002246,5,346.6947537305689,-1.0656522704266536e-06,1.0656522704266536e-06,3.073747897710667e-09,228.3819592746749,5.409837106135722,0.00046717103177390285,373.8984334171052,-0.7013278422721831
E4-candidate_0460,candidate_0460,Re3Ir8,control,5,357.447347947491,160.61326329569633,5.098513180676445,-109.41412661376766,9.018249922212512e-05,7,357.4473480159139,-6.842293487352435e-08,6.842293487352435e-08,1.914210169786407e-10,160.6132632943189,5.0985131945126305,9.018249921968231e-05,366.3557230042426,-0.5566021394639371
E4-candidate_0473,candidate_0473,B4OsW2,control,5,311.946902316075,141.06897676140645,4.500817733064519,-128.30250952386262,5.6680933882706355e-05,5,311.94690270995187,-3.9387686001646216e-07,3.9387686001646216e-07,1.262640714156052e-09,141.06897679099322,4.500817315244584,5.668093389235123e-05,319.97868424326595,0.392303338279108
E4-candidate_0477,candidate_0477,Ir5Os10Ru3,priority,5,372.32220081889517,257.17214364721696,5.000490796969551,-184.6505364535851,8.332937357643357e-06,5,372.3222008239284,-5.0332573664491065e-09,5.0332573664491065e-09,1.3518552896686758e-11,257.17214364768824,5.000490793326402,8.332937354706038e-06,403.1658725607475,-0.48450397793244293
E4-candidate_0479,candidate_0479,Re3Os13,control,5,395.407662531775,231.39323723263846,4.8684992446557285,-184.0705304186603,3.0142554658714856e-05,5,395.40766251669163,1.5083344351296546e-08,1.5083344351296546e-08,3.814631273277316e-11,231.3932372317944,4.868499252023875,3.0142554655050096e-05,394.4014253859223,-0.5287126331426486
E4-candidate_0482,candidate_0482,B6IrOs5,control,5,300.2377987698952,124.14942830029808,6.245356813541005,-105.09996408942166,0.00023332129064358842,7,300.23779894266613,-1.7277091046707937e-07,1.7277091046707937e-07,5.754468993428505e-10,124.14942824294593,6.245357717874589,0.00023332129064563658,375.5055930922535,0.3657254723053539
E4-candidate_0484,candidate_0484,Re8Ir4W,screened,5,358.66630263886594,194.62147767726137,4.8400928201997475,-149.0930496129323,5.65670237748525e-05,5,358.666302722871,-8.400508022532449e-08,8.400508022532449e-08,2.3421514535262123e-10,194.62147768205008,4.84009277022395,5.656702377407703e-05,344.06021127312863,-0.6497395950235363
E4-candidate_0486,candidate_0486,Ir6Os5,screened,5,323.5128033460362,167.95475913417252,5.41216420704209,-106.33042984927641,0.00014760004143787145,8,323.5128029920358,3.540004058777413e-07,3.540004058777413e-07,1.0942392468048816e-09,167.9547590850463,5.412164789028232,0.00014760004144427814,347.3150100564409,-0.7085437544786457
E4-candidate_0489,candidate_0489,ReIr2Os13,priority,5,380.6681891021973,231.20484393503563,5.5321738312703745,-175.21686518559434,0.0005504256814129072,5,380.6681890036491,9.854818472376792e-08,9.854818472376792e-08,2.588821119560984e-10,231.2048440615977,5.532172763451308,0.000550425681430255,432.4214897942888,-0.5077194878597371
E4-candidate_0492,candidate_0492,MoOs4,priority,5,299.16202022780436,150.00013285741383,6.045634609249417,-109.71445811308743,0.007115901211511464,9,299.1620878180798,-6.759027542102558e-05,6.759027542102558e-05,2.2593195519522906e-07,150.0001362951091,6.045587452448134,0.007115901212228078,410.26928409603397,1.3140687730688385
E4-candidate_0493,candidate_0493,IrOs3,priority,5,381.6221955217778,173.06161910075,5.1474674824950215,-126.66797474729027,0.00015358823168990104,5,381.6221954238069,9.797093980523641e-08,9.797093980523641e-08,2.56722331615004e-10,173.06161908729382,5.147467637549426,0.00015358823169005762,406.16752197663027,-0.49644311424115384
E4-candidate_0494,candidate_0494,Re11Os5,control,5,379.3243566550954,236.8017222061802,4.728219834383334,-193.4711271673865,0.00013563443356626087,5,379.3243568592069,-2.04111472612567e-07,2.04111472612567e-07,5.380921865988339e-10,236.8017222313152,4.728219623160433,0.0001356344335681793,348.7961978314971,-0.610075009053409
E4-candidate_0502,candidate_0502,Os5Ru,priority,5,385.4952688176075,171.08126567849362,4.943571008418457,-130.8807562169343,8.972416023197638e-06,5,385.4952687566203,6.09871904089232e-08,6.09871904089232e-08,1.5820477020543416e-10,171.0812656738022,4.943571063243098,8.972416020439389e-06,408.4764717306419,1.087439420028757
E4-candidate_0508,candidate_0508,Re2Os7,control,5,387.5729662846205,130.98751820516293,4.879455237732994,-102.54009008207883,7.79857983002455e-05,5,387.57296633757716,-5.2956636409362545e-08,5.2956636409362545e-08,1.3663655881312725e-10,130.9875181917458,4.879455435701402,7.79857983035447e-05,392.9266232005005,1.196646887197623
E4-candidate_0515,candidate_0515,Re5Ir6,screened,5,326.39190126669695,170.33607097140876,5.048101716426702,-114.39330304276966,6.580394984534935e-05,7,326.391901066184,2.005129431381647e-07,2.005129431381647e-07,6.143318583677288e-10,170.33607094916326,5.048101976195858,6.58039498482711e-05,360.08247137496323,-0.6999761799169648
E4-candidate_0516,candidate_0516,Re3Ir9Os7,screened,5,335.7414084648342,286.02878717524624,5.5157647147271565,-193.7285265763225,0.00030033451458133726,8,335.7414086816298,-2.1679562678400544e-07,2.1679562678400544e-07,6.457220383845595e-10,286.02878717769676,5.515764692833815,0.000300334514580161,358.0824341006568,-0.6495381340556532
E4-candidate_0517,candidate_0517,ReIr2Os,control,5,370.9772921769243,58.195840345281205,4.94549281302368,-41.55769196745516,9.148417688512476e-06,5,370.97729220199955,-2.5075223675230518e-08,2.5075223675230518e-08,6.759234110096662e-11,58.195840345807134,4.945492794776836,9.148417688747148e-06,376.1281850022172,0.23712988946405536
E4-candidate_0522,candidate_0522,Ir3Os8,control,5,380.88049511060905,158.68297082571814,5.078882847469417,-115.58181723095099,9.372939984307873e-05,6,380.8804950911627,1.9446360965957865e-08,1.9446360965957865e-08,5.105633188515845e-11,158.6829708229255,5.078882881829407,9.372939984331676e-05,394.82666540818906,-0.5107567635256135
E4-candidate_0523,candidate_0523,Re2Mo3Os5,control,5,339.9856384790224,149.1034861443842,4.781428806601326,-113.79414705336833,2.6340845694739178e-05,5,339.98563846571886,1.3303520063345786e-08,1.3303520063345786e-08,3.91296530152911e-11,149.1034861426585,4.7814288295729,2.6340845690690062e-05,326.5121025405314,-0.634448657945506
E4-candidate_0539,candidate_0539,Ir3Os13,priority,5,382.2300415514492,230.66058765689405,5.347323229985664,-171.48324701568993,0.00020302670490269983,7,382.2300416854832,-1.3403399634626112e-07,1.3403399634626112e-07,3.506631654467144e-10,230.66058766067363,5.347323194814571,0.00020302670490817743,413.5321388859416,0.2674498932903233
E4-candidate_0542,candidate_0542,IrOs3,priority,4,387.0407066488287,230.2391577651299,5.063653509741739,-170.17703070383646,1.6876018542857157e-12,4,387.04070665035664,-1.5279510989785194e-09,1.5279510989785194e-09,3.9477788065296035e-12,230.23915776511933,5.063653509762614,1.4210854715202004e-14,409.69230699016623,-0.5088345908035797
E4-candidate_0543,candidate_0543,Re7W3,screened,5,339.9573592291118,154.72494568223453,4.485621547178956,-124.27932590726219,8.642046952408552e-06,5,339.9573592398358,-1.072402255886118e-08,1.072402255886118e-08,3.1545199029786294e-11,154.72494568461875,4.485621517217309,8.642046953851553e-06,361.85897013711514,-0.7256820093166555
E4-candidate_0549,candidate_0549,Re5Ir4W,control,5,356.8000425736619,148.92302770755046,4.698996741808391,-110.96705031930185,4.7184213179093004e-05,5,356.80004255115585,2.2506071672978578e-08,2.2506071672978578e-08,6.307754761478705e-11,148.92302770966387,4.698996714706902,4.718421317743606e-05,356.8466678745009,-0.6104570860347079
E4-candidate_0550,candidate_0550,Ir9OsW5,screened,5,306.90848259667354,234.03608892666546,5.126145511743867,-156.15473699462564,0.0001380264710577912,6,306.90848237462944,2.2204409333426156e-07,2.2204409333426156e-07,7.234863357840409e-10,234.03608889550736,5.126145777287916,0.00013802647106037164,318.48596366545456,-0.7670457971995124
E4-candidate_0554,candidate_0554,Re2(Os3W)3,screened,5,311.4384523627829,218.23632905175506,4.657359463284091,-161.1203152529274,0.0005604951119109952,5,311.43844925806513,3.1047177913023916e-06,3.1047177913023916e-06,9.968961117995262e-09,218.23632867430265,4.6573629051722865,0.0005604951120281882,351.39116953153643,-0.7233104254658657
E4-candidate_0560,candidate_0560,IrOs15,priority,5,393.0198674900596,230.54244018295208,4.956398098388869,-175.85499061922522,7.063324977300939e-05,5,393.0198674945052,-4.445610102266073e-09,4.445610102266073e-09,1.1311413162410237e-11,230.5424401851966,4.956398079276248,7.063324977407629e-05,453.68529843986425,0.29859220925786734
E4-candidate_0563,candidate_0563,IrOs,priority,5,374.52121682000353,57.755894870606745,5.083969521785054,-40.04854013581915,5.866553335075491e-05,7,374.5212168200512,-4.7691628424217924e-11,4.7691628424217924e-11,1.2734025812783965e-13,57.755894878953306,5.083969239988349,5.86655333512488e-05,404.5366638626629,1.039409273159444
E4-candidate_0565,candidate_0565,IrOs2,priority,5,378.19494579868064,173.16122478217946,5.091073691666903,-124.42599092387066,4.0142914699524385e-05,7,378.1949457644703,3.421035899009439e-08,3.421035899009439e-08,9.045694389422033e-11,173.1612247760281,5.0910737612100325,4.014291470097229e-05,406.77699087819866,-0.4960590165144736
E4-candidate_0568,candidate_0568,Ir5Os11,priority,5,381.21187810336244,230.83741366835818,5.066312538210564,-166.78333666645796,4.117140327183882e-05,5,381.21187802171465,8.164778364516678e-08,8.164778364516678e-08,2.1417953729268622e-10,230.83741365968828,5.06631261330861,4.117140327066486e-05,424.9168593128116,0.6791160859857076
E4-candidate_0574,candidate_0574,Os5Ru,priority,5,385.1479459911981,85.573712579683,4.93244363039119,-65.41795260379087,2.044604455613921e-05,7,385.14794607136196,-8.016382935238653e-08,8.016382935238653e-08,2.0813775633515494e-10,85.57371258701006,4.932443461925757,2.0446044558381602e-05,410.1146795396092,-0.47798311346107314
E4-candidate_0583,candidate_0583,IrOs2,priority,5,381.8681475642942,86.46291013683694,5.030377015643532,-62.61123673516954,4.994277660993685e-05,7,381.86814768750787,-1.2321368103584973e-07,1.2321368103584973e-07,3.2266027366251697e-10,86.46291014229064,5.030376889983787,4.9942776609863356e-05,416.22683375317837,1.0640351549372196
E4-candidate_0591,candidate_0591,Ir3Os13,priority,5,385.6434404462615,230.5590012259618,5.161719365270728,-171.48215925745092,0.00025559420975456495,6,385.6434405284419,-8.218040647989255e-08,8.218040647989255e-08,2.1309945364889877e-10,230.5590011804612,5.1617197476654235,0.000255594209759937,424.63709174538695,0.8637378873472993
E4-candidate_0594,candidate_0594,Re2(IrOs2)3,screened,5,334.2949456963561,168.68778469341322,5.219323395078444,-116.02857631270886,0.00016428065341068932,5,334.2949455668681,1.2948800076628686e-07,1.2948800076628686e-07,3.8734657069586397e-10,168.68778468430367,5.219323505070526,0.00016428065341139538,360.8613018960714,-0.6876469597602612
E4-candidate_0595,candidate_0595,Re3W2,screened,5,321.0533591839285,156.03312379052258,4.764508773765113,-124.9699194223032,1.802473357348554e-05,5,321.0533591471331,3.67953703062085e-08,3.67953703062085e-08,1.1460827073715751e-10,156.0331237834006,4.764508863482514,1.802473357410003e-05,325.2438222470385,-0.7766575251424206
E4-candidate_0603,candidate_0603,IrOs2,priority,5,379.9136207415119,173.09459860840943,5.049409664167854,-124.44576136638223,5.211920245056455e-05,5,379.91362074623027,-4.71834482596023e-09,4.71834482596023e-09,1.241952003903521e-11,173.0945986001002,5.049409757599735,5.2119202450506304e-05,403.6537642292547,-0.4978772219088261
E4-candidate_0619,candidate_0619,Re2Ir7,control,5,353.3773629700908,262.8916093251973,5.17756525355178,-175.28543471612136,9.045651551463528e-05,5,353.377362948074,2.2016820366843604e-08,2.2016820366843604e-08,6.230399192287482e-11,262.89160930785494,5.1775653828151835,9.045651551092753e-05,364.937590272913,-0.5649170808798281
E4-candidate_0625,candidate_0625,IrOs,priority,5,371.67384554286804,86.70741235458699,5.123175349090576,-60.153212654313194,3.486205919965012e-05,7,371.6738455386267,4.241314854880329e-09,4.241314854880329e-09,1.1411389060034208e-11,86.70741235525524,5.123175333597637,3.4862059199650064e-05,401.3407587876167,-0.5176184202460222
E4-candidate_0629,candidate_0629,Re2Ir2Os,control,5,361.7159783383569,73.4510245457584,5.092433240250126,-53.91818346327281,4.535454820835628e-05,7,361.71597833050413,7.852747785364045e-09,7.852747785364045e-09,2.170970666435116e-11,73.45102454857135,5.092433166149191,4.535454820928317e-05,376.49148594505454,-0.5745948058939147
E4-candidate_0631,candidate_0631,ReOs,control,5,384.98399520911244,58.681444598244305,4.732463859705118,-47.51228110327272,2.4524781235787685e-05,5,384.9839952333363,-2.4223879790952196e-08,2.4223879790952196e-08,6.29217839985017e-11,58.6814446026315,4.732463714316347,2.4524781236293184e-05,397.21601238360034,1.0269051696632818
E4-candidate_0632,candidate_0632,Re2Ir2Os,screened,5,337.34469526614146,153.76949777330526,4.948229189758671,-104.77846074528112,3.388795171496852e-05,5,337.3446953185718,-5.2430323194130324e-08,5.2430323194130324e-08,1.5542062442872475e-10,153.76949777721615,4.948229138418397,3.3887951714416316e-05,313.1912267246808,-0.759635916515615
E4-candidate_0633,candidate_0633,Re5Os11,priority,5,384.928180027852,233.34804772555273,5.123679832683649,-185.4330075064109,0.0002611244293033836,5,384.9281791732525,8.545995342501556e-07,8.545995342501556e-07,2.220153214258467e-09,233.3480476169709,5.123680759606688,0.00026112442933048,425.41897038564986,0.23782573779282815
E4-candidate_0635,candidate_0635,ReIr5,control,5,350.6239155048094,87.59786815238364,5.201601225541404,-57.06345513671046,4.0683084988073846e-05,7,350.6239154827511,2.2058316062611993e-08,2.2058316062611993e-08,6.291161295213232e-11,87.59786815776943,5.201601107129741,4.068308498816587e-05,369.8085292891852,-0.5589247834116714
E4-candidate_0636,candidate_0636,Os3W,priority,5,372.55467788690066,236.64029831244434,4.737610745996612,-187.18453969458776,2.7330244613206217e-05,5,372.55467779790155,8.899911563275964e-08,8.899911563275964e-08,2.388887348262976e-10,236.64029829859257,4.737610861585157,2.733024461934376e-05,405.1652661799253,0.1984893959529537
E4-candidate_0639,candidate_0639,Re2Os,control,5,376.120731637307,178.09481797728068,4.718495077081732,-143.51341629390367,2.8095783460613867e-05,5,376.1207316322972,5.0098378778784536e-09,5.0098378778784536e-09,1.3319760004019579e-11,178.09481797778108,4.718495071572614,2.809578345495256e-05,388.9341282521252,-0.5984483762159701
E4-candidate_0641,candidate_0641,Os7Ru,priority,5,384.8152756633068,229.34707869904847,4.946842960494639,-174.21364647172882,2.7677239311892547e-05,5,384.8152756580587,5.248125489742961e-09,5.248125489742961e-09,1.3638038356893009e-11,229.34707869518124,4.946842993425295,2.7677239312066718e-05,424.2867577780877,1.0726209867541021
E4-candidate_0648,candidate_0648,Os7W,priority,5,383.4843601366119,233.61934049573995,4.838510992391554,-182.6559385955377,3.517630469948166e-05,5,383.4843600590719,7.753999398119049e-08,7.753999398119049e-08,2.0219858241219077e-10,233.61934048716557,4.838511065191857,3.517630469575561e-05,409.4264236231187,0.22710689750983196
E4-candidate_0655,candidate_0655,Os3W,control,5,357.39489294045075,178.5479388674455,5.064394257796154,-139.14896664187705,8.022622871929927e-05,5,357.3948928172683,1.231824171554763e-07,1.231824171554763e-07,3.446675361935235e-10,178.5479388244314,5.0643947300756125,8.022622873580077e-05,373.74222818458196,-0.6082792789298163
E4-candidate_0656,candidate_0656,Re,control,5,356.4806545385997,45.55891547129497,4.675531179623938,-36.23056245375519,1.8348642036298342e-07,5,356.48065453750917,1.0905409908446018e-09,1.0905409908446018e-09,3.0591870188845107e-12,45.55891547126215,4.675531181051377,1.834864197380214e-07,366.61113822047497,1.424148614466443
E4-candidate_0679,candidate_0679,Re2Os3,priority,5,384.3083073596732,146.31385683144904,4.84948949714631,-117.20647004529388,3.5582525910823915e-05,5,384.30830730434445,5.5328769121842925e-08,5.5328769121842925e-08,1.4396974530666736e-10,146.31385682157207,4.849489629080422,3.5582525911474464e-05,400.57604424810165,-0.5527498515431837
E4-candidate_0680,candidate_0680,ReOs5,priority,5,396.14616328431543,173.42888516535774,4.881492516643254,-137.7302214141214,4.1761797247766694e-05,5,396.14616326698206,1.733337740006391e-08,1.733337740006391e-08,4.375500511507443e-11,173.42888515592333,4.8814926234051335,4.1761797248192054e-05,406.3306418543264,-0.5165936437560955
E4-candidate_0682,candidate_0682,IrOs15,priority,5,388.61597830536203,230.5744615236205,5.3821513729646995,-175.922458694338,0.00043655640062539283,5,388.61597846412184,-1.5875980352575425e-07,1.5875980352575425e-07,4.0852618606471276e-10,230.57446158306195,5.382150866130487,0.00043655640063335055,419.96463057279897,-0.5192342114020828
E4-candidate_0687,candidate_0687,Ir5Os11,priority,5,378.5991556936477,230.9624529611737,5.167276000428266,-166.85943094269527,7.22708706020487e-05,6,378.599155642741,5.0906692194985226e-08,5.0906692194985226e-08,1.344606596086086e-10,230.96245295906556,5.167276019886843,7.2270870600578e-05,430.0516920116176,-0.49137461081349876
E4-candidate_0691,candidate_0691,Re3(IrW)2,screened,5,341.66473871993196,106.39275031532841,4.722603342528887,-81.2649354750187,7.459731108913098e-05,5,341.6647389197023,-1.997703407141671e-07,1.997703407141671e-07,5.846969791082741e-10,106.39275033754497,4.722602930921139,7.459731108975223e-05,347.56271721574626,-0.6848512613709719
E4-candidate_0704,candidate_0704,Re4Ir7,control,5,360.4639020354412,161.00205557152395,5.06935530389045,-113.02632281404566,0.00011629379526035833,5,360.46390192738573,1.080554739019135e-07,1.080554739019135e-07,2.997678084383632e-10,161.0020555731291,5.069355287537842,0.00011629379525882625,363.31116858424633,0.8519906085771699
E4-candidate_0706,candidate_0706,Re2Os5W3,screened,5,349.4269500947887,301.9205502921868,4.9402859637761605,-238.07184988587076,0.00035934149179040045,5,349.42695014535445,-5.05657453686581e-08,5.05657453686581e-08,1.4471049055496087e-10,301.9205503360856,4.940285679438279,0.0003593414917880616,365.2207773369966,-0.6543868059452417
E4-candidate_0709,candidate_0709,Re9Os,screened,5,367.67879276012843,150.10437022171976,4.7655974768817035,-122.1557133123589,0.00038667920565002583,5,367.6787933858098,-6.256813662730565e-07,6.256813662730565e-07,1.7017064283512306e-09,150.1043702678119,4.765596864699411,0.00038667920565015176,351.89298716054424,-0.6759276400293289
